song,pitch,diatonicNumber,beat,beatStrength,duration,IPA,vowelCategory,stress
DSM15-EifersuchtUndStolz,F5,39,2.5,1,0.5,keʁ,3,0
DSM15-EifersuchtUndStolz,E-5,38,1.0,2,1.0,'ʊm,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,keʁ,3,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,1.0,'ʊm,4,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,0.5,'ʃIlt,4,1
DSM15-EifersuchtUndStolz,C5,36,1.5,1,0.5,eɾst,3,0
DSM15-EifersuchtUndStolz,B-4,35,2.0,2,0.5,'da:I,0,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,nə,2,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.5,'mY,4,1
DSM15-EifersuchtUndStolz,F#4,32,2.5,1,0.5,lə,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'ʁIn,4,1
DSM15-EifersuchtUndStolz,F5,39,2.5,1,0.5,fyʁ,4,0
DSM15-EifersuchtUndStolz,E-5,38,1.0,2,1.5,'i,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,ɾən,2,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,1.5,'la:Iç,0,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,tən,2,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,0.5,'lo,3,1
DSM15-EifersuchtUndStolz,C5,36,1.5,1,0.5,sən,2,0
DSM15-EifersuchtUndStolz,B-4,35,2.0,2,0.5,'kla:I,0,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,nən,2,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.5,'fla,0,1
DSM15-EifersuchtUndStolz,F#4,32,2.5,1,0.5,təʁ,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'zIn,4,1
DSM15-EifersuchtUndStolz,F#5,39,2.5,1,0.5,keʁ,3,0
DSM15-EifersuchtUndStolz,G5,40,1.0,2,1.0,'ʊm,4,1
DSM15-EifersuchtUndStolz,F#5,39,2.5,1,0.5,keʁ,3,0
DSM15-EifersuchtUndStolz,G5,40,1.0,2,1.0,'ʊm,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,keʁ,3,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'ʊm,4,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,zast,0,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.5,'du,4,1
DSM15-EifersuchtUndStolz,B-4,35,1.5,1,0.5,zi,4,0
DSM15-EifersuchtUndStolz,B-4,35,2.0,2,0.5,'gɛs,1,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,təɾn,2,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.5,'a,0,1
DSM15-EifersuchtUndStolz,B-4,35,1.5,1,0.5,bənt,2,0
DSM15-EifersuchtUndStolz,B-4,35,2.0,2,0.5,'nIçt,4,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,am,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.5,'to,3,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,ɾə,2,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,1.0,'ʃten,3,1
DSM15-EifersuchtUndStolz,F5,39,2.5,1,0.5,mIt,4,0
DSM15-EifersuchtUndStolz,F5,39,1.0,2,1.5,'la,0,1
DSM15-EifersuchtUndStolz,F5,39,2.5,1,0.5,ŋəm,2,0
DSM15-EifersuchtUndStolz,F5,39,1.0,2,1.0,'hal,0,1
DSM15-EifersuchtUndStolz,F4,32,2.0,2,1.0,zə,2,0
DSM15-EifersuchtUndStolz,F4,32,1.0,2,0.5,'naχ,0,1
DSM15-EifersuchtUndStolz,F4,32,1.5,1,0.5,deʁ,3,0
DSM15-EifersuchtUndStolz,F4,32,2.0,2,0.5,'gɾo,3,1
DSM15-EifersuchtUndStolz,F4,32,2.5,1,0.5,sən,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.5,'ʃtra,0,1
DSM15-EifersuchtUndStolz,E4,31,2.5,1,0.5,sə,2,0
DSM15-EifersuchtUndStolz,F4,32,1.0,2,1.0,'zen,3,1
DSM15-EifersuchtUndStolz,F4,32,1.5,1,0.5,vɛn,1,0
DSM15-EifersuchtUndStolz,G4,33,2.0,2,0.5,'fɔn,1,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,dem,3,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.5,'faŋ,0,1
DSM15-EifersuchtUndStolz,D4,30,1.5,1,0.5,der,3,0
DSM15-EifersuchtUndStolz,F4,32,2.0,2,0.5,'jɛ,1,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,gəʁ,2,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,0.75,'lʊs,4,1
DSM15-EifersuchtUndStolz,F4,32,1.75,0,0.25,tIç,4,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.5,'tsit,4,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,naχ,0,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.0,'ha:ʊs,0,1
DSM15-EifersuchtUndStolz,F5,39,1.5,1,0.5,da,0,0
DSM15-EifersuchtUndStolz,E-5,38,2.0,2,0.5,'ʃtɛkt,1,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,ka:In,0,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,0.5,'zIt,4,1
DSM15-EifersuchtUndStolz,E-5,38,1.5,1,0.5,sam,0,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.5,'kInt,4,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,den,3,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.75,'kɔpf,1,1
DSM15-EifersuchtUndStolz,G4,33,1.75,0,0.25,tsum,4,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.75,'fɛn,1,1
DSM15-EifersuchtUndStolz,F#4,32,2.75,0,0.25,stəʁ,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'na:ʊs,0,1
DSM15-EifersuchtUndStolz,F4,32,1.5,1,0.5,vɛn,1,0
DSM15-EifersuchtUndStolz,G4,33,2.0,2,0.5,'fɔn,1,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,dem,3,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.5,'faŋ,0,1
DSM15-EifersuchtUndStolz,D4,30,1.5,1,0.5,der,3,0
DSM15-EifersuchtUndStolz,F4,32,2.0,2,0.5,'jɛ,1,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,gəʁ,2,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,0.5,'lʊs,4,1
DSM15-EifersuchtUndStolz,F4,32,1.5,1,0.5,tIç,4,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.5,'tsit,4,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,naχ,0,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.0,'ha:ʊs,0,1
DSM15-EifersuchtUndStolz,F5,39,1.5,1,0.5,da,0,0
DSM15-EifersuchtUndStolz,E-5,38,2.0,2,0.5,'ʃtɛkt,1,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,ka:In,0,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,0.5,'zIt,4,1
DSM15-EifersuchtUndStolz,E-5,38,1.5,1,0.5,sam,0,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.5,'kInt,4,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,den,3,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,0.5,'kɔpf,1,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,tsum,4,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.5,'fɛn,1,1
DSM15-EifersuchtUndStolz,F#4,32,2.5,1,0.5,stəʁ,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,0.75,'na:ʊs,0,1
DSM15-EifersuchtUndStolz,D5,37,1.75,0,0.25,ge,3,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.5,'bɛç,1,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,la:In,0,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,0.5,'hIn,4,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.75,'zak,0,1
DSM15-EifersuchtUndStolz,B4,35,2.75,0,0.25,iʁ,4,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,0.75,'das,0,1
DSM15-EifersuchtUndStolz,D5,37,1.75,0,0.25,ge,3,0
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.5,'bɛç,1,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,la:In,0,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,0.5,'hIn,4,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.75,'zak,0,1
DSM15-EifersuchtUndStolz,B4,35,2.75,0,0.25,iʁ,4,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'das,0,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,dɔx,1,0
DSM15-EifersuchtUndStolz,F#4,32,2.0,2,0.5,'sak,0,1
DSM15-EifersuchtUndStolz,G4,33,2.5,1,0.5,iʁ,4,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'nIçt,4,1
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.0,hɶrst,0,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.5,'du,4,1
DSM15-EifersuchtUndStolz,A4,34,2.75,0,0.25,ka:In,0,0
DSM15-EifersuchtUndStolz,B-4,35,1.0,2,2.0,'vɔɾt,1,1
DSM15-EifersuchtUndStolz,C5,36,1.5,1,0.5,fɔn,1,0
DSM15-EifersuchtUndStolz,C5,36,2.0,2,0.5,'ma:I,0,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,nəm,2,0
DSM15-EifersuchtUndStolz,D-5,37,1.0,2,2.0,'tɾa:ʊ,0,1
DSM15-EifersuchtUndStolz,D-5,37,1.0,2,0.5,'tɾa:ʊ,0,1
DSM15-EifersuchtUndStolz,F5,39,1.5,1,0.5,ɾI,4,0
DSM15-EifersuchtUndStolz,E-5,38,2.0,2,0.5,'gən,2,1
DSM15-EifersuchtUndStolz,D-5,37,2.5,1,0.5,gə,2,0
DSM15-EifersuchtUndStolz,C5,36,1.0,2,2.0,'zIçt,4,1
DSM15-EifersuchtUndStolz,E-5,38,2.0,2,1.0,zak,0,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,2.0,'iʁ,4,1
DSM15-EifersuchtUndStolz,C5,36,2.0,2,1.0,eɾ,3,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,1.5,'ʃnItst,4,1
DSM15-EifersuchtUndStolz,G4,33,2.5,1,0.5,ba:I,0,0
DSM15-EifersuchtUndStolz,D4,30,1.0,2,0.5,'miʁ,4,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,zIç,4,0
DSM15-EifersuchtUndStolz,B4,35,2.0,2,0.5,'a:I,0,1
DSM15-EifersuchtUndStolz,G4,33,2.5,1,0.5,nə,2,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.5,'pfa:If,0,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.25,a:ʊs,0,0
DSM15-EifersuchtUndStolz,B4,35,2.75,0,0.25,a:ʊs,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,0.5,'ɾoʁ,3,1
DSM15-EifersuchtUndStolz,A4,34,1.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,B4,35,2.0,2,0.5,'blɛst,1,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.5,den,3,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,1.5,'kIn,4,1
DSM15-EifersuchtUndStolz,G4,33,2.5,1,0.5,dəɾn,2,0
DSM15-EifersuchtUndStolz,D4,30,1.0,2,0.5,'ʃø,3,1
DSM15-EifersuchtUndStolz,G4,33,1.5,1,0.5,nə,2,0
DSM15-EifersuchtUndStolz,B4,35,2.0,2,0.5,'tents,3,1
DSM15-EifersuchtUndStolz,G4,33,2.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,D5,37,1.0,2,1.5,'li,4,1
DSM15-EifersuchtUndStolz,C5,36,2.5,1,0.25,dəʁ,2,0
DSM15-EifersuchtUndStolz,B4,35,2.75,0,0.25,dəʁ,2,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'foʁ,3,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'iʁ,4,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'iʁ,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,eɾ,3,0
DSM15-EifersuchtUndStolz,E5,38,1.0,2,1.5,'ʃnItst,4,1
DSM15-EifersuchtUndStolz,E4,31,2.5,1,0.5,ba:I,0,0
DSM15-EifersuchtUndStolz,E4,31,1.0,2,0.75,'miʁ,4,1
DSM15-EifersuchtUndStolz,F#4,32,1.75,0,0.25,zIç,4,0
DSM15-EifersuchtUndStolz,G4,33,2.0,2,0.5,'a:I,0,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,nə,2,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,1.5,'pfa:If,0,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,a:ʊs,0,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'ɾoʁ,3,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'iʁ,4,1
DSM15-EifersuchtUndStolz,B-4,35,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,A4,34,1.0,2,1.0,'iʁ,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,eɾ,3,0
DSM15-EifersuchtUndStolz,E5,38,1.0,2,1.5,'blɛst,1,1
DSM15-EifersuchtUndStolz,E4,31,2.5,1,0.5,den,3,0
DSM15-EifersuchtUndStolz,E4,31,1.0,2,0.5,'kIn,4,1
DSM15-EifersuchtUndStolz,C5,36,1.5,1,0.5,dəɾn,2,0
DSM15-EifersuchtUndStolz,A4,34,2.0,2,0.5,'ʃø,3,1
DSM15-EifersuchtUndStolz,E5,38,2.5,1,0.5,nə,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.5,'tents,3,1
DSM15-EifersuchtUndStolz,A4,34,2.5,1,0.5,ʊnt,4,0
DSM15-EifersuchtUndStolz,B4,35,1.0,2,1/3,'li,4,1
DSM15-EifersuchtUndStolz,C5,36,1.3333333333333333,0,1/3,'li,4,1
DSM15-EifersuchtUndStolz,A4,34,1.6666666666666665,0,1/3,'li,4,1
DSM15-EifersuchtUndStolz,D5,37,2.0,2,0.75,'li,4,1
DSM15-EifersuchtUndStolz,F#4,32,2.75,0,0.25,dəʁ,2,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'foʁ,3,1
DSM15-EifersuchtUndStolz,F#5,39,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,G5,40,1.0,2,1.0,'iʁs,4,1
DSM15-EifersuchtUndStolz,F#5,39,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,G5,40,1.0,2,1.0,'iʁs,4,1
DSM15-EifersuchtUndStolz,D5,37,2.5,1,0.5,zak,0,0
DSM15-EifersuchtUndStolz,G4,33,1.0,2,1.0,'iʁs,4,1
