pitch,diatonicNumber,duration,IPA,vowelCategory
B4,35,0.75,'va,0
A#4,34,0.25,ŋən,1
C#5,36,0.75,'mYst,none
B4,35,0.25,mans,0
A4,34,0.75,'brɛ,0
G#4,33,0.25,nən,1
G#4,33,1.0,'zen,2
C#5,36,0.5,tsu,2
E5,38,0.75,'le,2
D5,37,0.25,sən,1
B4,35,0.75,'vɛrs,0
G#4,33,0.25,a:ʊf,0
B4,35,0.75,'ma:I,0
D5,37,0.25,nəm,1
F#5,39,0.75,'ʃtʊ,2
E5,38,0.25,mən,1
C#5,36,1.0,'mʊnt,2
E5,38,0.5,a:In,0
E5,38,0.75,'je,2
G5,40,0.25,dəʁ,1
G5,40,0.75,'a,0
F#5,39,0.25,təm,1
F#5,39,0.75,'tsuk,2
E5,38,0.25,geps,2
C#5,36,0.75,'la:ʊt,0
E5,38,0.25,iʁ,2
D5,37,1.0,'kʊnt,2
C#5,36,0.5,ʊnt,2
B4,35,0.75,'zi,2
F#5,39,0.25,mɛɾkt,0
F#5,39,0.75,'nIçts,2
E5,38,0.25,fɔn,0
E5,38,0.75,'al,0
D5,37,0.25,dem,2
D5,37,0.75,'ba,0
C#5,36,0.25,ŋən,1
C#5,36,0.75,'tɾa:I,0
B4,35,0.25,'tɾa:I,0
A4,34,0.5,bən,1
F#5,39,2.0,'da:In,0
B4,35,0.75,Ist,2
B4,35,0.25,ma:In,0
B4,35,3.0,'hɛɾts,0
A5,41,2.0,'da:In,0
D#5,37,0.75,Ist,2
D#5,37,0.25,ma:In,0
D#5,37,1.5,'hɛɾts,0
D#5,37,0.5,ʊnt,2
D#5,37,0.5,'zɔl,0
D#5,37,0.5,ɛs,0
A5,41,1.5,'e,2
E5,38,0.5,'e,2
C#5,36,0.5,viç,2
A4,34,0.5,viç,2
D5,37,1.5,'e,2
B4,35,0.5,'e,2
G#4,33,0.5,viç,2
E4,31,0.5,viç,2
E4,31,0.5,'bla:I,0
E5,38,0.5,'bla:I,0
D5,37,1.0,'bla:I,0
E5,38,0.125,'bla:I,0
D5,37,0.125,'bla:I,0
C#5,36,0.25,'bla:I,0
B4,35,0.5,'bla:I,0
A4,34,1.0,bən,1
